Durationinseconds,RecordedDate,ResponseId,Employment,Country,CountryOther,Gender,Age,Education,CollarColor,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,MissingData,ZeroVar,ValuesDomain,MediatorDomain,FulfillmentDomain
211,7/24/2017 12:29:32,R_2az2Ua54Ft7psQg,2,1, ,2,3,5,1,8,10,10,10,8,10,8,10,10,9,7,10,10,8,9,10,8,8,10,10,8,10,8,7,10,7,9,10,8,9,10,0,0,9.25,9.08333333333333,8.72727272727273
178,7/24/2017 12:32:05,R_3JehPZtqjHt5WyB,1,6,Belgium,1,2,6,4,4,7,7,7,7,7,7,7,7,7,6,5,7,7,8,6,7,7,7,7,6,8,6,7,7,6,7,8,8,7,7,0,0,6.625,6.75,7
82,7/24/2017 13:05:07,R_u3xvAvuxiVltmI9,1,1, ,2,3,3,1,6,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,7.875,8,8
374,7/24/2017 13:23:33,R_2t8XkeYw0lwBbnv,1,6,Brazil,1,1,4,4,5,10,7,7,6,4,3,8,7,5,7,7,9,7,7,9,2,3,8,10,7,9,9,7,6,5,6,8,6,7,7,0,0,6.25,6.75,7
266,7/24/2017 14:13:34,R_1HbEUij6z2uaWjw,2,1, ,2,1,4,2,9,9,10,9,8,7,9,10,7,8,9,9,8,8,10,7,8,6,8,9,7,9,10,8,9,10,8,9,6,8,9,0,0,8.875,8.08333333333333,8.45454545454546
120,7/24/2017 14:25:16,R_USa1DBKGGpSb2Rb,2,1, ,2,2,4,1,7,10,10,5,7,5,9,6,9,6,3,8,5,9,3,9,5,10,4,7,6,2,8,7,9,6,9,6,10,6,8,0,0,7.375,6.5,7
205,7/24/2017 14:54:12,R_3EFHEqV00nCOGZH,1,6,venezuela,1,2,3,4,7,8,9,9,7,9,8,9,9,8,9,9,10,8,9, ,9,9,9,9,7,9,9,8,9,9,8,9,9,8,7,1,0,8.25,8.90909090909091,8.36363636363636
346,7/24/2017 17:31:15,R_22tt03u6id9HFzy,1,1, ,2,4,5,4,7,7,7,7,7,7,7,7,8,6,6,7,7,8,7,7,8,7,7,7,6,7,7,7,6,5,6,7,7,7,6,0,0,7,7.08333333333333,6.45454545454545
304,7/24/2017 18:14:55,R_3sk4u9hQr6nl2PD,1,6,Namibia,1,2,6,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,10,8,8,8,8,8,8,7,7,7,7,7,0,0,8,7.91666666666667,7.54545454545455
160,7/24/2017 19:35:53,R_2TN34pwK7Zx1K8s,1,1, ,1,2,6,4,9,9,9,9,10,9,9,9,10,9,10,8,10,10,10,8,9,9,9,8,9,10,9,8,9,8,10,10,8,9,10,0,0,9.125,9.16666666666667,9.09090909090909
165,7/24/2017 19:37:37,R_2y8HzmvMkQZafEp,1,2, ,1,2,5,1,7,7,7,8,7,6,8,8,8,8, ,8,10,7,8,8,7,8,9,8,8,8,9,9,9,7,8,8,9,8,8,1,0,7.25,8.09090909090909,8.27272727272727
172,7/24/2017 19:47:33,R_pxAQXvuC1lL4ZwJ,1,1, ,2,3,6,4,10,10,10,10,9,8,8,8,10,9,7,10,10,10,10,10,10,7,9,10,10,10,10,7,10,10,8,10,10,10,10,0,0,9.125,9.33333333333333,9.54545454545454
339,7/24/2017 19:56:07,R_3exdkfLca5AaB58,1,1, ,2,2,4,4,7,10,8,10,7,5,6,8,7,7,9,8,10,7,7,6,6,7,7,8,7,8,10,10,10,7,5,7,7,8,7,0,0,7.625,7.41666666666667,7.81818181818182
350,7/24/2017 20:45:52,R_1gGyH02Fi9uevhr,1,1, ,2,2,5,4,8,10,10,4,10,6,10,10,8,10,10,10,10,10,10,10,7,8,10,10,2,7,10,10,8,9,5,6,10,7,9,0,0,8.5,9.41666666666667,7.54545454545455
152,7/24/2017 21:12:47,R_0OEcvmBeSQU4LtL,2,1, ,2,1,3,1,6,9,9,6,8,7,8,8,8,8,6,7,7,9,7,7,8,8,8,8,7,8,7,7,8,8,6,6,6,10,9,0,0,7.625,7.58333333333333,7.45454545454545
174,7/24/2017 23:00:00,R_PzEFMLntdLMzPA5,1,1, ,2,1,4,3,6,2,6,7,2,7,5,6,6,10,8,7,9,5,5,8,2,8,6,9,7,5,7,4,8,7,3,7,6,7,4,0,0,5.125,6.91666666666667,5.90909090909091
523,7/24/2017 23:19:51,R_22EOWLNxxbltmnG,1,1, ,1,2,5,3,7,7,6,7,7,6,6,6,6,6,6,7,7,6,7,7,7,7,7,7,5,7,8,6,6,6,7,7,6,7,6,0,0,6.5,6.66666666666667,6.45454545454545
200,7/24/2017 23:30:36,R_1Nhb2TfyM2uYwTg,1,1, ,2,3,6,4,9,10,10,9,8,9,6,10,9,9,9,9,9,9,10,9,7,7,8,6,8,3,8,9,8,7,8,7,6,7,7,0,0,8.875,8.41666666666667,7.09090909090909
298,7/25/2017 0:30:40,R_2XdFfz6MU6af5uZ,1,6,Russia,1,2,6,4,8,7,8,5,5,2,0,5,7,0,5,7,9,7,7,8,10,6,2,7,4,4,7,6,7,3,4,6,4,7,5,0,0,5,6.25,5.18181818181818
308,7/25/2017 0:43:29,R_2ONNIbpkFDncoMx,1,1, ,1,2,5,3,8,8,6,8,7,5,8,8,7,6,8,8,9,5,9,8,9,7,9,9,9,8,8,5,8,3,7,8,7,7,8,0,0,7.25,7.83333333333333,7.09090909090909
242,7/25/2017 5:44:03,R_21iEq1upNtjRATg,2,1, ,2,6,5,2,9,10,10,10,5,9,9,9,8,8,9,9,9,8,9,9,9,7,9,9,9,10,9,9,9,10,10,10,9,8,10,0,0,8.875,8.58333333333333,9.36363636363636
326,7/25/2017 8:03:13,R_1oo5td0nN0zVnMH,2,1, ,2,2,4,1,10,10,8,9,5,8,5,9,9,8,5,7,10,8,8,9,8,7,8,8,5,8,8,7,8,5,8,8,5,9,8,0,0,8,7.91666666666667,7.18181818181818
72,7/25/2017 9:59:23,R_3lzYuRMdiN9oPsA,1,1, ,2,1,5,1,8,8,7,3,7,5,6,7,7,4,7,6,5,4,7,6,8,6,5,3,8,6,7,7,7,6,7,8,1,6,6,0,0,6.375,5.66666666666667,6.27272727272727
113,7/25/2017 10:35:30,R_3dSLVIaD49fhTeC,1,1, ,2,1,5,4,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,0,0,9.75,10,9.90909090909091
170,7/25/2017 10:39:13,R_pbGM4gYJUeEuBPj,1,1, ,2,3,5,4,7,10,10,10,5,5,5,8,5,7,5,5,10,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,7.5,5.91666666666667,5
173,7/25/2017 10:54:53,R_T8d9q7tE7SlintL,2,1, ,2,2,5,4,8,9,10,8,8,8,6,6,10,7,9,8,7,10,8,8,6, ,8,10,5,7,8,8,7,9,6,8,7,9,7,1,0,7.875,8.27272727272727,7.36363636363636
218,7/25/2017 21:46:31,R_3ssIzXNqnOUZCiP,1,1, ,2,2,5,4,5,9,9,9,9,7,9,9,6,9,6,9,8,8,8,7,5,8,9,8,8,10,9,9,7,6,9,9,5,7,8,0,0,8.25,7.58333333333333,7.90909090909091
532,7/25/2017 22:16:53,R_3s7IfFDoHN6nWaT,1,1, ,2,1,5,4,9,10,10,8,9,9,10,10,9,8,7,9,9,10,10,10,10,10,10,10,7,8,8,9,8,5,10,8,9,10,10,0,0,9.375,9.33333333333333,8.36363636363636
109,7/26/2017 6:05:20,R_3D0xlqLH3ANBbRh,1,6,Lithuania,1,1,3,3,6,5,5,6,6,5,6,5,9,8,6,6,8,3,4,5,5,7,5,8,5,5,7,5,7,7,6,6,6,6,5,0,0,5.5,6.16666666666667,5.90909090909091
406,7/26/2017 7:14:14,R_79RZybSXvl9UaQx,1,1, ,2,5,4,4,8,10,9,10,10,5,5,7,2,8,8,9,8,6,9,10,9,10,10,10,8,10,9,8,9,9,10,10,10,7,9,0,0,8,8.25,9
258,7/26/2017 7:32:16,R_3m94MXaMnLZN9aQ,2,1, ,2,4,4,4,8,9,9,7,5,5,7,7,9,7,8,9,10,8,9,9,8,7,8,9,9,9,9,8,8,5,9,9,7,8,8,0,0,7.125,8.41666666666667,8.09090909090909
133,7/26/2017 8:21:24,R_6gx12nrvNvXdqbn,1,1, ,2,2,6,4,9,10,8,8,4,5,6,8,1,5,7,7,8,4,6,8,10,5,8,9,9,9,7,6,9,8,9,5,3,2,8,0,0,7.25,6.5,6.81818181818182
198,7/26/2017 10:19:41,R_3rO5hoMDC2eIGwH,1,1, ,2,4,3,4,9,10,9,10,10,9,8,10,10,9,10,10,10,8,10,10,8,8,10,10,7,10,9,9,10,10,10,9,7,8,10,0,0,9.375,9.41666666666667,9
155,7/26/2017 12:27:34,R_27NhjAwD2topIwX,2,1, ,2,1,3,1,8,8,7,9,10,9,10,9,9,9,9,7,9,8,10,9,8,10,8,9,9,7,7,9,7,6,8,10,5,7,10,0,0,8.75,8.75,7.72727272727273
85,7/26/2017 12:36:06,R_1ClSnnO5IWB8vmD,1,1, ,2,1,4,3,8,7,6,6,7,8,3,7,7,4,5,6,5,5,8,8,7,5,5,3,6,7,6,7,6,8,6,5,6,6,6,0,0,6.5,5.66666666666667,6.27272727272727
450,7/26/2017 13:48:14,R_1Gvw5Cyo08mRFpn,1,6,Venezuela,1,4,5,3,9,9,10,1,1,1,3,3,3,4,1,2,7,4,7,8,6,6,6,9,6,8,1,1,4,4,5,6,6,8,8,0,0,4.625,5.25,5.18181818181818
128,7/26/2017 14:03:16,R_1MKcwYU8vAGGH6Q,2,1, ,2,2,6,3,7,9,8,10,10,10,9, ,10, ,7,8,10,7,10,10,8,4,8,10,10,9,8,7,9,10,8,10,9,8,9,1,0,9,8.36363636363636,8.81818181818182
305,7/26/2017 14:57:28,R_1DZN07UR2uDtnFA,2,1, ,2,1,4,1,9,10,9,10,8,8,8,10,8,8,7,9,10,8,10,10,10,7,10,10,10,9,10,9,10,8,9,10,7,10,10,0,0,9,8.91666666666667,9.27272727272727
390,7/27/2017 2:10:48,R_2tm0M5DRDx7HyZZ,1,6,España,1,3,3,1,5,8,8,7,8,6,8,8,6,7,8,8,9,6,7,7,7,7,7,7,8,8,8,7,6,6,6,5,6,5,6,0,0,7.25,7.16666666666667,6.45454545454545
117,7/27/2017 6:31:10,R_2AQjJF695h0VNBF,1,1, ,1,2,4,1,8,7,6,5,8,5,7,6,5,3,5,7,7,6,5,5,8,3,3,6,8,6,6,8,8,5,3,7,7,6,8,0,0,6.5,5.25,6.54545454545455
851,7/27/2017 8:45:46,R_11h9WkLomB57CMv,2,1, ,2,1,4,4,8,9,8,10,5,7,10,10,10,8,8, ,8,8,7,7, ,5,8,10,9,9,10,9,9,9,7,8,9,7,9,1,0,8.375,7.9,8.63636363636364
190,7/27/2017 16:53:59,R_2tKaYZHVjwdZWMQ,1,1, ,2,2,6,4,7,9,9,8,9,7,6,7,6,7,6,9,8,9,8,8,9,9,8,10,9,9,9,8,9,7,7,6,7,6,9,0,0,7.75,8.08333333333333,7.81818181818182
134,7/27/2017 17:42:25,R_1Ebx6wiiDWf3cTi,1,1, ,1,3,4,3,9,8,8,8,9,8,8,8,7,8,8,8,8,7,7,7,7,8,8,8,8,8,8,7,7,7,8,7,7,7,8,0,0,8.25,7.58333333333333,7.45454545454545
159,7/27/2017 20:57:36,R_wZeGobKhvvyhIjf,1,1, ,1,4,5,4,8,10, ,10,10,7,7,10,3,10,10,8,10,8,10,10,8,10,10,10,10,10,10,10,10,5,10,10,6,9,10,1,0,8.85714285714286,8.91666666666667,9.09090909090909
694,7/28/2017 0:29:33,R_vMG39gg8Uvrp2SJ,1,1, ,2,2,5,3,6,8,9,7,5,7,6,7,7,5,8,7,8,8,7,6,8,7,7,10,7,7,7,5,6,4,8,7,7,6,7,0,0,6.875,7.33333333333333,6.45454545454545
200,7/28/2017 1:00:40,R_eRRISUGRGGAbda9,2,6,Philippines,2,1,5,1,5,7,7,8,4,4,3,6,4,5,4,3,8,7,5,5,4,5,3,8,3,4,4,3,3,3,5,5,3,5,3,0,0,5.5,5.08333333333333,3.72727272727273
315,7/28/2017 3:58:01,R_1Nbq6MNofKDaDq5,2,6,Netherlands,1,3,5,4,3,7,8,5,7,3,6,6,4,6,5,4,6,6,8,6,6,6,4,6,6,7,6,4,6,4,6,6,6,5,6,0,0,5.625,5.58333333333333,5.63636363636364
765,7/28/2017 9:27:18,R_6YEqJNCzWdPv0YN,1,1, ,2,3,5,4,4,6,5,5,6,5,6,5,5,6,5,5,6,6,5,5,6,5,5,7,7,6,6,6,6,6,6,6,6,5,5,0,0,5.25,5.5,5.90909090909091
142,7/28/2017 11:01:22,R_1lfAV3K0qvbUDYf,1,1, ,2,2,5,4,8,6,5,3,5,2,6,3,6,5,4,3,3,5,4,6,7,7,2,7,8,8,8,7,7,7,7,3,4,5,6,0,0,4.75,4.91666666666667,6.36363636363636
130,7/28/2017 15:16:30,R_3NxlqVU37V9wz9v,2,1, ,2,2,5,1,8,9,8,8,8,7,5,5,5,5,5,4,7,7,5,7,7,7,8,8,8,5,8,8,8,5,8,7,5,7,5,0,0,7.25,6.25,6.72727272727273
723,7/28/2017 15:26:42,R_30kpF4eSsdbLtpc,1,1, ,2,4,5,3,9,10,9,10,9,9,9,10,9,9,9,9,9,9,9,9,7,9,9,8,9,9,8,8,9,8,8,9,9,9,9,0,0,9.375,8.75,8.63636363636364
166,7/28/2017 17:05:20,R_r8Yyhiz3zP0Q8Jb,1,1, ,2,2,4,2,9,10,7,8,8,7,9,8,8,8,7,8,10,8,8,9,7,8,10,10,8,9,9,9,10,9,9,8,8,9,8,0,0,8.25,8.41666666666667,8.72727272727273
374,7/28/2017 20:37:01,R_24GygwWPoR8VDJJ,1,1, ,2,2,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,9,8,9,8,8,10,10,9,10,10,10,10,0,0,10,9.41666666666667,9.27272727272727
190,7/28/2017 20:47:51,R_24IAPGfPXMcB1lb,1,1, ,2,1,4,4,7,5,5,3,4,5,5,7,2,5,7,6,9,7,7,5,5,7,8,9,9,9,6,6,6,5,7,7,7,4,7,0,0,5.125,6.41666666666667,6.63636363636364
359,7/29/2017 0:49:04,R_vVVETSceDwsDCa5,1,6,France,1,3,5,3,7,9,6,7,5,4,5,7,7,7,5,7,7,5,5,3,7,3,6,7,5,3,5,5,5,5,3,5,8,2,7,0,0,6.25,5.75,4.81818181818182
210,7/29/2017 1:31:56,R_3oGFeyBAotJt0TV,1,2, ,2,2,4,3,7,10,10,10,10,10,10,8,8,10,8,10,10,8,10,10,5,10,10,10,10,10,10,8,10,10,10,10,9,10,10,0,0,9.375,9.08333333333333,9.72727272727273
659,7/29/2017 2:07:41,R_2dyJ1Gf6TsfOEpX,1,6,Kenya,1,2,5,4,6,7,6,8,7,7,5,5,6,7,5,7,8,6,5,7,8,7,7,8,8,7,7,6,7,5,5,7,7,8,8,0,0,6.375,6.75,6.81818181818182
223,7/29/2017 3:31:14,R_3QMp1h5RYjVWomT,1,1, ,2,3,5,4,8,9,10,10,8,9,10,10,10,10,10,8,10,7,10,8,9,9,10,10,8,8,9,9,10,9,9,9,9,9,9,0,0,9.25,9.25,8.90909090909091
374,7/29/2017 5:53:18,R_3EoJ47kBdQ47Qrp,1,1, ,2,2,5,4,5,8,8,7,8,6,8,7,5,6,4,5,7,9,8,7,8,9,7,8,6,8,4,6,4,9,7,8,5,8,8,0,0,7.125,6.91666666666667,6.63636363636364
145,7/29/2017 5:58:25,R_PXnEjhkt1nJpCjT,1,1, ,1,3,4,1,9,10,9,10,7,9,8,9,6,9,8,5,7,7,9,8,9,7,9,10,6,9,6,8,10,8,10,10,7,10,7,0,0,8.875,7.83333333333333,8.27272727272727
83,7/29/2017 6:05:21,R_10papr6QMl0WvmF,1,1, ,1,2,2,1,6,5,7,7,6,6,5,5,5,8,7,7,8,8,7,8,7,7,6,7,8,7,7,7,8,7,8,8,7,8,8,0,0,5.875,7.08333333333333,7.54545454545455
3352,7/29/2017 6:05:28,R_3L8bZORYwpHuuNf,1,1, ,2,1,4,1,8,9,8,5,6,5,7,8,7,7,7,8,8,8,9,8,7,7,8,8,8,9,9,9,8,8,9,8,7,7,8,0,0,7,7.66666666666667,8.18181818181818
396,7/29/2017 6:05:32,R_3mk0sNHwYIBbPSx,1,1, ,2,2,4,1,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,6,8,8,7,7,7,7,7,8,7,8,8,8,7,0,0,7,7.75,7.36363636363636
522,7/29/2017 6:05:44,R_1dnn0yU7NMeEoIp,1,1, ,2,3,4,4,5,10,10,10,10,10,10,10,10,7,10,10,10,7,9,9,8,7,8,10,7,7,7,7,7,8,7,8,7,7,7,0,0,9.375,8.75,7.18181818181818
433,7/29/2017 6:05:44,R_3MMNhT4vstqffka,1,1, ,2,4,4,1,6,9,9,8,8,8,9,9,8,8,8,8,9,8,8,8,8,8,8,9,9,8,8,8,8,8,9,9,9,9,8,0,0,8.25,8.16666666666667,8.45454545454546
292,7/29/2017 6:05:44,R_2asKc8DPw8gtuNn,1,1, ,1,4,4,3,7,8,9,6,7,4,6,9,5,6,8,6,9,7,8,6,6,9,8,10,5,8,8,4,7,6,8,8,6,7,8,0,0,7,7.33333333333333,6.81818181818182
213,7/29/2017 6:05:54,R_1NtzklCgTWUZmS5,1,6,Trinidad and Tobago,2,2,5,3,10,10,10,8,7,7,7,10,8,8,9,9,10,10,8,7,8,8,8,10,10,9,10,9,9,7,8,8,9,8,8,0,0,8.625,8.58333333333333,8.63636363636364
375,7/29/2017 6:05:54,R_RrkOAMTXnKBeDXb,1,1, ,1,4,3,4,8,10,10,10,8,8,5,8,7,7,7,7,8,8,8,10,10,8,10,10,7,10,10,10,10,10,10,10,10,8,10,0,0,8.375,8.33333333333333,9.54545454545454
163,7/29/2017 6:05:53,R_0lC2ESH9LbjMXZf,1,1, ,1,2,5,4,8,10,10,9,10,8,9,10,10,9,9,8,10,9,10,10,9,8,9,10,10,10,9,9,9,8,7,8,8,7,8,0,0,9.25,9.25,8.45454545454546
306,7/29/2017 6:05:53,R_2OPE4v4oha3mpGC,1,1, ,1,4,4,5,9,9,9,10,10,3,9,9,6,6,10,10,7,10,7,6,6,10,8,10,10,10,8,7,9,8,10,7,5,5,8,0,0,8.5,8,7.90909090909091
222,7/29/2017 6:05:54,R_1DpYSCph6K8GgA0,1,1, ,1,2,6,3,9,9,9,9,9,9,9,9,10,10,9,10,10,10,10,10,10,10,10,10,8,9,9,9,10,8,9,10,8,9,9,0,0,9,9.91666666666667,8.90909090909091
394,7/29/2017 6:53:35,R_XYQ7MPIlMZEe6KB,1,1, ,1,4,5,2,8,9,8,9,8,5,6,5,3,6,7,7,8,3,7,9,4,5,7,8,8,9,8,8,6,6,9,6,9,10,8,0,0,7.25,6.16666666666667,7.90909090909091
234,7/29/2017 7:30:26,R_cuXvgPlTrwjbqZb,1,6, ,1,3,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,8,10,7,7,7,0,0,10,10,8.72727272727273
232,7/29/2017 7:36:03,R_C1SsNQac73VbEJP,1,1, ,2,3,5,4,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9.75,9.75,10
460,7/29/2017 7:38:11,R_26mBunRPtYkJIeI,2,6,Switzerland,2,3,5,3,8,10,10,8,5,10,10,8,10,10,10,10,10,10,10,8,7,7,8,10,9,9,9,5,8,5,10,9,8,10,10,0,0,8.625,9.16666666666667,8.36363636363636
205,7/29/2017 7:38:49,R_2ciQzHpl8OIpfNT,2,1, ,2,3,4,3,8,10,10,10,10,7,9,9,8,9,8,10,10,8,10,10,8,7,7,10,7,9,10,6,8,7,10,10,9,10,9,0,0,9.125,8.75,8.63636363636364
2465,7/29/2017 7:38:50,R_2WwmIwpHydD6ux8,2,1, ,1,2,3,3,7,10,10,10,10,9,10,10,10,7,8,8,10,10,10,10,8,7,9,10,10,9,10,8,7,8,10,10,9,10,10,0,0,9.5,8.91666666666667,9.18181818181818
171,7/29/2017 7:38:54,R_3D8FLZotJ7frVeE,1,1, ,1,2,4,1,9,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,0,0,9.625,10,9.72727272727273
178,7/29/2017 7:38:53,R_12Q29bud02rnZmq,1,1, ,1,2,4,3,7,10,10,10,10,7,10,10,7,10,10,10,10,8,8,8,9,8,10,10,10,10,10,10,10,6,8,8,7,7,10,0,0,9.25,9,8.72727272727273
367,7/29/2017 7:39:08,R_1gtjlwiuH9om2Zq,2,6,Romania,1,1,4,2,8,6,5,7,7,6,7,8,8,7,4,6,9,3,7,9,7,6,6,7,7,8,6,9,8,7,8,7,8,5,10,0,0,6.75,6.58333333333333,7.54545454545455
322,7/29/2017 7:39:13,R_06Vl7zHFuptPUqd,1,6,Sweden,1,1,5,2,10,10,8,8,7,5,0,7,8,10,7,8,8,9,10,10,8,10,10,10,10,8,9,8,8,7,9,10,10,9,8,0,0,6.875,9,8.72727272727273
5134,7/29/2017 7:39:14,R_3HAcOYMk72kTnCi,1,6,Rwanda,2,1,6,3,9,10,9,9,5,4,9,9,7,7,8,10,8,8,10,9,9,9,10,10,9,9,10,10,9,7,9,9,8,9,9,0,0,8,8.75,8.90909090909091
230,7/29/2017 7:55:28,R_1liMJG54gT37GZA,1,6,Philippines,2,2,5,3,7,8,8,7,7,7,6,7,7,8,6,6,9,9,9,9,9,7,8,9,8,8,8,7,7,5,8,9,5,8,8,0,0,7.125,8,7.36363636363636
434,7/29/2017 7:55:56,R_PGTKBNVGOn9Aooh,1,1, ,2,3,4,1,7,9,9,8,8,7,9,9,10,8,9,9,10,8,10,9,7,10,9,9,9,10,10,10,10,9,10,10,8,10,10,0,0,8.25,9,9.63636363636364
320,7/29/2017 7:55:58,R_2BsLSmGoYWvbaaO,1,2, ,2,3,6,4,9,10,10, ,10,10,10,9,5,8,9,9,10,9,10,10,8,9,9,10,9,10,9,9,10,10,9,10,8,10,9,1,0,9.71428571428571,8.83333333333333,9.36363636363636
497,7/29/2017 7:56:02,R_1Q4QfuDWMlYbRPv,2,6,kenya,1,2,5,3,5,10,9,9,8,8,8,8,8,8,8,8,10,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,0,0,8.125,8.66666666666667,9.09090909090909
323,7/29/2017 7:56:05,R_3J3HrpubuJdEODc,1,1, ,1,3,5,3,6,9,8,8,8,6,7,8,8,8,6,9,10,8,8,9,9,8,9,10,10,10,9,8,10,9,10,10,9,9,9,0,0,7.5,8.5,9.36363636363636
147,7/29/2017 7:56:10,R_3rTBWJMcrISI0vG,2,1, ,2,1,4,2,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,8,8,9,9,10,8,9,10,10,10,10,8,9,10,8,9,0,0,9.875,9.41666666666667,9.18181818181818
288,7/29/2017 7:56:11,R_x6jrjhSDPPFVii5,1,1, ,2,2,5,4,10,9,10,8,8,5,7,7,7,8,7,8,8,8,8,8,8,8,8,8,8, ,8,8,8,6,8,8,8,8,8,1,0,8,7.83333333333333,7.8
238,7/29/2017 7:56:17,R_UrMZ2FDgZxb9IBz,1,1, ,2,4,6,4,7,8,8,9,8,7,8,8,5,6,8,8,8,6,8,6,7,7,7,8,8,8,8,8,8,8,9,9,8,9,8,0,0,7.875,7,8.27272727272727
192,7/29/2017 7:56:21,R_OQmXEShjZE0Fivf,1,1, ,2,2,5,4,10,10,10,10,10,10,9,8,7,8,3,8,8,7,7,8,8,6,6,7,6,6,8,7,6,7,5,6,5,10,10,0,0,9.625,6.91666666666667,6.90909090909091
325,7/29/2017 7:56:22,R_1lcnRNCWYYjuusC,1,1, ,2,2,5,4,5,9,9,9,1,2,8,8,8,9,8,10,8,9,9,10,9,9,8,10,9,9,8,8,8,9,10,8,8,7,8,0,0,6.375,8.91666666666667,8.36363636363636
198,7/29/2017 7:56:26,R_2771ZSZyzjtfECu,1,1, ,1,3,4,4,9,9,9,9,6,6,8,8,10,9,7,7,9,8,9,10,10,10,8,9,7,9,8,7,6,6,9,9,9,8,9,0,0,8,8.83333333333333,7.90909090909091
336,7/29/2017 7:56:28,R_22rU2s6tm8euhez,1,1, ,2,4,4,3,5,10,10,5,10,5,10,5,5,10,3,7,7,10,8,8,5,10,10,8,10,10,8,5,10,8,9,8,5,10,10,0,0,7.5,7.58333333333333,8.45454545454546
140,7/29/2017 7:56:35,R_54qLgBXVBRiBhNn,1,6,france,1,2,5,3,8,8,7,8,7,6,8,7,6,6,7,6,7,8,8,9,6,7,6,7,5,8,6,7,9,7,7,6,8,6,7,0,0,7.375,6.91666666666667,6.90909090909091
605,7/29/2017 7:56:40,R_1dccngNeIPcnpKU,1,1, ,1,5,5,4,8,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,0,0,9.625,9.91666666666667,9.81818181818182
250,7/29/2017 7:56:53,R_2fvtN7oRSnSn6R5,2,1, ,2,2,4,4,8,10,10,10,10,5,10,10,7,7,8,7,10,7,6,9,7,8,7,8,7,7,8,8,8,8,8,10,7,7,7,0,0,9.125,7.58333333333333,7.72727272727273
221,7/29/2017 7:56:52,R_C3QZW8AnQucjInD,2,1, ,2,2,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,1,10,10,10
161,7/29/2017 7:56:53,R_uvOS5hElMvEw4O5,1,1, ,1,2,5,3,9,9,10,9,10,9,9,9,10,9,8,9,9,9,9,9,8,9,9,9,8,9,9,8,9,8,9,9,9,10,9,0,0,9.25,8.91666666666667,8.81818181818182
549,7/29/2017 7:56:54,R_ePXEldCa5ohO2zf,1,1, ,2,2,3, ,10,9,8,9,10,9,10,8,10,10,8,10,10,9,7,10,10,8,10,10,10,10,10,9,9,10,10,10,9,10,10,0,0,9.125,9.33333333333333,9.72727272727273
205,7/29/2017 7:56:55,R_1Ljmx7JHFZw47tB,1,1, ,1,2,5,4,8,10,10,10,10,7,6,10,8,10,8,10,10,9,10,8,8,10,10,9,7,10,10,6,10,10,10,10,10,10,10,0,0,8.875,9.16666666666667,9.36363636363636
1695,7/29/2017 7:57:04,R_3JLyKLjIhmmmbQG,2,6,KENYA,2,2,5,2,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,0,0,9.75,10,9.72727272727273
114,7/29/2017 7:57:11,R_sROJWCeXFJBuB57,1,3, ,1,2,5,1,6,8,8,10,10,7,7,7,6,8,6,8,9,9,10,8,7,5,8,10,10,7,8,5,8,6,8,8,7,6,8,0,0,7.875,7.83333333333333,7.36363636363636
261,7/29/2017 8:30:21,R_38VhdfdO9aR4IqB,1,1, ,2,2,4,1,8,10,9,9,8,8,7,9,7,8,7,7,8,9,10,9,8,9,8,10,8,9,8,8,9,7,8,8,8,9,9,0,0,8.5,8.33333333333333,8.27272727272727
201,7/29/2017 8:53:18,R_2dEfmI4pPMgfDeR,1,1, ,1,2,3,1,5,5,8,8,7, ,6,7,6,8,9,6,8,6,9,6,6,8,8,9,6,7,9,6,8,6,8,7,9,7,6,1,0,6.57142857142857,7.41666666666667,7.18181818181818
